pcode_commune,commune,pct_zone_inondable,noeuds_echantillon,source_id,source,limite_connue
HT0152,Pointe a Raquette,4.0,3003,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0742,Port-a-Piment,5.3,544,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0111,Port-au-Prince,12.3,324,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0911,Port-de-Paix,10.0,3427,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0352,Port-Margot,17.8,1189,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0721,Port-Salut,10.9,552,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0312,Quartier Morin,90.0,572,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0343,Ranquitte,0.0,769,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0743,Roche a Bateau,5.1,467,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0832,Roseaux,3.9,2031,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0921,Saint-Louis du Nord,5.3,1095,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0531,Saint-Marc,24.1,5313,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0551,Saint-Michel de l'Attalaye,25.9,5769,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0341,Saint-Raphael,50.9,1751,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0722,Saint Jean du Sud,14.2,653,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0732,Saint Louis du Sud,10.4,1737,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0432,Sainte Suzanne,0.0,1226,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0622,Saut d'Eau,5.6,1629,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0633,Savanette,0.6,1588,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0118,Tabarre,94.2,274,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0522,Terre Neuve,0.0,1737,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0433,Terrier Rouge,70.7,1625,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0233,Thiotte,0.0,1153,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0642,Thomassique,1.0,2265,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0132,Thomazeau,34.8,2780,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0613,Thomonde,4.4,3437,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0753,Tiburon,13.0,1407,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0712,Torbeck,62.4,1797,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0431,Trou du Nord,32.7,1240,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0441,Vallieres,1.1,1485,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
HT0532,Verrettes,23.1,3319,SRC-035,"CNIGS via HaitiData (haitidata.org), téléchargé le 14/08/2026",Zones inondables cartographiées (méthode source non documentée dans la couche) — PAS un aléa probabiliste par période de retour. Échantillonnage ~330 m : ordre de grandeur.
