atmart_geo_id,pcode_commune,nom_commune,profession,effectif,statut_valeur,source_id,date_extraction,limite_connue
HTC-0513,HT0513,L'Estère,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0521,HT0521,Gros Morne,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0521,HT0521,Gros Morne,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0522,HT0522,Terre Neuve,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0522,HT0522,Terre Neuve,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0523,HT0523,Anse Rouge,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0523,HT0523,Anse Rouge,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0531,HT0531,Saint-Marc,Arpenteur,8,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0531,HT0531,Saint-Marc,Notaire,3,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0532,HT0532,Verrettes,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0532,HT0532,Verrettes,Notaire,1,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0533,HT0533,La Chapelle,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0533,HT0533,La Chapelle,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0541,HT0541,Dessalines,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0541,HT0541,Dessalines,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0542,HT0542,Petite Rivière de l'Artibonite,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0542,HT0542,Petite Rivière de l'Artibonite,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0543,HT0543,Grande Saline,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0543,HT0543,Grande Saline,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0544,HT0544,Desdunes,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0544,HT0544,Desdunes,Notaire,1,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0551,HT0551,Saint-Michel de l'Attalaye,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0551,HT0551,Saint-Michel de l'Attalaye,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0552,HT0552,Marmelade,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0552,HT0552,Marmelade,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0611,HT0611,Hinche,Arpenteur,3,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0611,HT0611,Hinche,Notaire,3,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0612,HT0612,Maïssade,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0612,HT0612,Maïssade,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0613,HT0613,Thomonde,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0613,HT0613,Thomonde,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0614,HT0614,Cerca Carvajal,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0614,HT0614,Cerca Carvajal,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0621,HT0621,Mirebalais,Arpenteur,2,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0621,HT0621,Mirebalais,Notaire,1,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0622,HT0622,Saut d'Eau,Arpenteur,1,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0622,HT0622,Saut d'Eau,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0623,HT0623,Boucan Carré,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0623,HT0623,Boucan Carré,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0631,HT0631,Lascahobas,Arpenteur,1,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0631,HT0631,Lascahobas,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0632,HT0632,Belladère,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0632,HT0632,Belladère,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0633,HT0633,Savanette,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0633,HT0633,Savanette,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0641,HT0641,Cerca La Source,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0641,HT0641,Cerca La Source,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0642,HT0642,Thomassique,Arpenteur,1,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0642,HT0642,Thomassique,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0711,HT0711,Les Cayes,Arpenteur,7,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0711,HT0711,Les Cayes,Notaire,14,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0712,HT0712,Torbeck,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0712,HT0712,Torbeck,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0713,HT0713,Chantal,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0713,HT0713,Chantal,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0714,HT0714,Camp-Perrin,Arpenteur,2,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0714,HT0714,Camp-Perrin,Notaire,2,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0715,HT0715,Maniche,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0715,HT0715,Maniche,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0716,HT0716,Île à Vache,Arpenteur,1,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0716,HT0716,Île à Vache,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0721,HT0721,Port-Salut,Arpenteur,1,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0721,HT0721,Port-Salut,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0722,HT0722,Saint Jean du Sud,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0722,HT0722,Saint Jean du Sud,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0723,HT0723,Arniquet,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0723,HT0723,Arniquet,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0731,HT0731,Aquin,Arpenteur,1,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0731,HT0731,Aquin,Notaire,1,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0732,HT0732,Saint Louis du Sud,Arpenteur,1,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0732,HT0732,Saint Louis du Sud,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0733,HT0733,Cavaillon,Arpenteur,14,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0733,HT0733,Cavaillon,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0741,HT0741,Côteaux,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0741,HT0741,Côteaux,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0742,HT0742,Port-à-Piment,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0742,HT0742,Port-à-Piment,Notaire,1,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0743,HT0743,Roche à Bâteau,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0743,HT0743,Roche à Bâteau,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0751,HT0751,Chardonnières,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0751,HT0751,Chardonnières,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0752,HT0752,Les Anglais,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0752,HT0752,Les Anglais,Notaire,1,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0753,HT0753,Tiburon,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0753,HT0753,Tiburon,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0811,HT0811,Jérémie,Arpenteur,14,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0811,HT0811,Jérémie,Notaire,3,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0812,HT0812,Abricots,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0812,HT0812,Abricots,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0813,HT0813,Bonbon,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0813,HT0813,Bonbon,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0814,HT0814,Moron,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0814,HT0814,Moron,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0815,HT0815,Chambellan,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0815,HT0815,Chambellan,Notaire,1,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0821,HT0821,Anse d'Hainault,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0821,HT0821,Anse d'Hainault,Notaire,1,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0822,HT0822,Dame Marie,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0822,HT0822,Dame Marie,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0823,HT0823,Les Irois,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0823,HT0823,Les Irois,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0831,HT0831,Corail,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0831,HT0831,Corail,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0832,HT0832,Roseaux,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0832,HT0832,Roseaux,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0833,HT0833,Beaumont,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0833,HT0833,Beaumont,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0834,HT0834,Pestel,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0834,HT0834,Pestel,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0911,HT0911,Port-de-Paix,Arpenteur,2,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0911,HT0911,Port-de-Paix,Notaire,7,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0912,HT0912,La Tortue,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0912,HT0912,La Tortue,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0913,HT0913,Bassin Bleu,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0913,HT0913,Bassin Bleu,Notaire,2,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0914,HT0914,Chamsolme,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0914,HT0914,Chamsolme,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0921,HT0921,Saint-Louis du Nord,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0921,HT0921,Saint-Louis du Nord,Notaire,1,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0922,HT0922,Anse-à-Foleur,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0922,HT0922,Anse-à-Foleur,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0931,HT0931,Môle Saint Nicolas,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0931,HT0931,Môle Saint Nicolas,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0932,HT0932,Baie de Henne,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0932,HT0932,Baie de Henne,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0933,HT0933,Bombardopolis,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0933,HT0933,Bombardopolis,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0934,HT0934,Jean Rabel,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-0934,HT0934,Jean Rabel,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
