pcode_commune,nom_commune,radios_fm,radios_am,televisions,stations_total,radios_communautaires,source_id,licence,attribution,millesime,limite_connue,date_extraction
HT0716,Île à Vache,1,0,0,1,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0721,Port-Salut,1,0,0,1,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0723,Arniquet,1,0,0,1,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0733,Cavaillon,1,0,0,1,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0741,Côteaux,1,0,0,1,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0753,Tiburon,1,0,0,1,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0811,Jérémie,36,1,11,48,1,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0821,Anse d'Hainault,1,0,0,1,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0822,Dame Marie,4,0,0,4,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0823,Les Irois,2,0,0,2,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0831,Corail,2,0,0,2,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0834,Pestel,1,0,0,1,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0911,Port-de-Paix,41,0,7,48,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0913,Bassin Bleu,1,0,0,1,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0921,Saint-Louis du Nord,1,0,0,1,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0922,Anse-à-Foleur,1,0,0,1,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0931,Môle Saint Nicolas,1,0,0,1,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT0934,Jean Rabel,1,0,0,1,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT1011,Miragoâne,29,0,2,31,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT1014,Paillant,3,0,0,3,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT1021,Anse-à-Veau,1,0,0,1,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
HT1031,Baradères,1,0,0,1,0,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,"Stations AUTORISÉES par le CONATEL, rattachées à la commune que le document nomme dans sa colonne « Ville ». Une commune sans station n'a pas de station autorisée — ce n'est pas une commune sans radio : les stations non autorisées, par définition, n'y figurent pas.",2026-08-24
