pcode_commune,atmart_geo_id,nom_commune,famille,famille_libelle,objets_cartographies,source_id,source,millesime,limite_connue,date_extraction
HT0141,HTC-0141,Arcahaie,littoral,Littoral et balnéaire,10,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0142,HTC-0142,Cabaret,hebergement,Hébergement,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0142,HTC-0142,Cabaret,plein_air,Plein air,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0142,HTC-0142,Cabaret,restauration,Restauration et sorties,7,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0151,HTC-0151,Anse à Galets,hebergement,Hébergement,5,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0151,HTC-0151,Anse à Galets,restauration,Restauration et sorties,4,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0151,HTC-0151,Anse à Galets,patrimoine,Patrimoine bâti,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0151,HTC-0151,Anse à Galets,littoral,Littoral et balnéaire,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0152,HTC-0152,Pointe à Raquette,littoral,Littoral et balnéaire,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0211,HTC-0211,Jacmel,hebergement,Hébergement,33,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0211,HTC-0211,Jacmel,sites,Sites et attractions,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0211,HTC-0211,Jacmel,information,Information touristique,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0211,HTC-0211,Jacmel,restauration,Restauration et sorties,46,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0211,HTC-0211,Jacmel,patrimoine,Patrimoine bâti,16,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0211,HTC-0211,Jacmel,culture,Lieux de culture,14,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0211,HTC-0211,Jacmel,littoral,Littoral et balnéaire,18,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0211,HTC-0211,Jacmel,nature,Curiosités naturelles,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0212,HTC-0212,Marigot,hebergement,Hébergement,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0212,HTC-0212,Marigot,restauration,Restauration et sorties,11,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0212,HTC-0212,Marigot,nature,Curiosités naturelles,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0213,HTC-0213,Cayes-Jacmel,hebergement,Hébergement,7,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0213,HTC-0213,Cayes-Jacmel,restauration,Restauration et sorties,8,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0213,HTC-0213,Cayes-Jacmel,culture,Lieux de culture,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0213,HTC-0213,Cayes-Jacmel,littoral,Littoral et balnéaire,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0213,HTC-0213,Cayes-Jacmel,nature,Curiosités naturelles,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0214,HTC-0214,La Vallée,hebergement,Hébergement,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0214,HTC-0214,La Vallée,restauration,Restauration et sorties,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0221,HTC-0221,Bainet,hebergement,Hébergement,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0221,HTC-0221,Bainet,littoral,Littoral et balnéaire,5,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0222,HTC-0222,Côtes de Fer,hebergement,Hébergement,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0222,HTC-0222,Côtes de Fer,sites,Sites et attractions,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0222,HTC-0222,Côtes de Fer,patrimoine,Patrimoine bâti,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0222,HTC-0222,Côtes de Fer,littoral,Littoral et balnéaire,12,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0231,HTC-0231,Belle-Anse,hebergement,Hébergement,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0231,HTC-0231,Belle-Anse,restauration,Restauration et sorties,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0231,HTC-0231,Belle-Anse,nature,Curiosités naturelles,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0233,HTC-0233,Thiotte,hebergement,Hébergement,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0233,HTC-0233,Thiotte,restauration,Restauration et sorties,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0234,HTC-0234,Anse-à-Pître,hebergement,Hébergement,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0234,HTC-0234,Anse-à-Pître,littoral,Littoral et balnéaire,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0311,HTC-0311,Cap-Haïtien,hebergement,Hébergement,48,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0311,HTC-0311,Cap-Haïtien,sites,Sites et attractions,6,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0311,HTC-0311,Cap-Haïtien,plein_air,Plein air,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0311,HTC-0311,Cap-Haïtien,information,Information touristique,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0311,HTC-0311,Cap-Haïtien,restauration,Restauration et sorties,115,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0311,HTC-0311,Cap-Haïtien,patrimoine,Patrimoine bâti,12,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0311,HTC-0311,Cap-Haïtien,culture,Lieux de culture,6,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0311,HTC-0311,Cap-Haïtien,littoral,Littoral et balnéaire,7,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0312,HTC-0312,Quartier Morin,hebergement,Hébergement,8,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0312,HTC-0312,Quartier Morin,sites,Sites et attractions,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0312,HTC-0312,Quartier Morin,restauration,Restauration et sorties,23,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0312,HTC-0312,Quartier Morin,patrimoine,Patrimoine bâti,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0312,HTC-0312,Quartier Morin,culture,Lieux de culture,7,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0313,HTC-0313,Limonade,hebergement,Hébergement,4,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0313,HTC-0313,Limonade,plein_air,Plein air,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0313,HTC-0313,Limonade,restauration,Restauration et sorties,18,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0313,HTC-0313,Limonade,patrimoine,Patrimoine bâti,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0313,HTC-0313,Limonade,culture,Lieux de culture,10,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0313,HTC-0313,Limonade,littoral,Littoral et balnéaire,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0321,HTC-0321,Acul du Nord,restauration,Restauration et sorties,5,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0321,HTC-0321,Acul du Nord,littoral,Littoral et balnéaire,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0322,HTC-0322,Plaine du Nord,hebergement,Hébergement,7,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0322,HTC-0322,Plaine du Nord,sites,Sites et attractions,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0322,HTC-0322,Plaine du Nord,restauration,Restauration et sorties,5,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0322,HTC-0322,Plaine du Nord,patrimoine,Patrimoine bâti,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0322,HTC-0322,Plaine du Nord,littoral,Littoral et balnéaire,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0323,HTC-0323,Milot,hebergement,Hébergement,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0323,HTC-0323,Milot,information,Information touristique,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0323,HTC-0323,Milot,patrimoine,Patrimoine bâti,5,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0331,HTC-0331,Grande Rivière Du Nord,hebergement,Hébergement,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0332,HTC-0332,Bahon,information,Information touristique,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0332,HTC-0332,Bahon,restauration,Restauration et sorties,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0341,HTC-0341,Saint-Raphaël,restauration,Restauration et sorties,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0342,HTC-0342,Dondon,sites,Sites et attractions,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0342,HTC-0342,Dondon,information,Information touristique,8,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0342,HTC-0342,Dondon,patrimoine,Patrimoine bâti,16,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0343,HTC-0343,Ranquitte,hebergement,Hébergement,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0343,HTC-0343,Ranquitte,information,Information touristique,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0343,HTC-0343,Ranquitte,restauration,Restauration et sorties,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0344,HTC-0344,Pignon,hebergement,Hébergement,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0344,HTC-0344,Pignon,restauration,Restauration et sorties,6,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0345,HTC-0345,La Victoire,hebergement,Hébergement,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0345,HTC-0345,La Victoire,restauration,Restauration et sorties,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
