atmart_id,source_id,pcode,niveau,nom_fr,nom_ht,parent_id,millesime,date_debut_validite,date_fin_validite,source,statut,note_divergence
HTC-0211,HT0211,HT0211,commune,Jacmel,Jakmèl,HTA-021,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0212,HT0212,HT0212,commune,Marigot,Marigo,HTA-021,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0213,HT0213,HT0213,commune,Cayes-Jacmel,Kay Jakmèl,HTA-021,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0214,HT0214,HT0214,commune,La Vallée,Lavale,HTA-021,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0221,HT0221,HT0221,commune,Bainet,Benè,HTA-022,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0222,HT0222,HT0222,commune,Côtes de Fer,Kòtdefè,HTA-022,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0231,HT0231,HT0231,commune,Belle-Anse,Bèlans,HTA-023,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0232,HT0232,HT0232,commune,Grand Gosier,Gran Gozye,HTA-023,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0233,HT0233,HT0233,commune,Thiotte,Tiòt,HTA-023,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0234,HT0234,HT0234,commune,Anse-à-Pître,Ansapit,HTA-023,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0311,HT0311,HT0311,commune,Cap-Haïtien,Kap Ayisyen,HTA-031,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0312,HT0312,HT0312,commune,Quartier Morin,Katye Moren,HTA-031,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0313,HT0313,HT0313,commune,Limonade,Limonad,HTA-031,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0321,HT0321,HT0321,commune,Acul du Nord,Akil dinò,HTA-032,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0322,HT0322,HT0322,commune,Plaine du Nord,Plèn dinò,HTA-032,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0323,HT0323,HT0323,commune,Milot,Milo,HTA-032,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0331,HT0331,HT0331,commune,Grande Rivière Du Nord,Grann Rivyè dinò,HTA-033,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0332,HT0332,HT0332,commune,Bahon,Baron,HTA-033,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0341,HT0341,HT0341,commune,Saint-Raphaël,Sen Rafayèl,HTA-034,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0342,HT0342,HT0342,commune,Dondon,Dondon,HTA-034,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0343,HT0343,HT0343,commune,Ranquitte,Rankit,HTA-034,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0344,HT0344,HT0344,commune,Pignon,Piyon,HTA-034,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0345,HT0345,HT0345,commune,La Victoire,La viktwa,HTA-034,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0351,HT0351,HT0351,commune,Borgne,Bòn,HTA-035,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0352,HT0352,HT0352,commune,Port-Margot,Pòmago,HTA-035,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0361,HT0361,HT0361,commune,Limbé,Lenbe,HTA-036,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0362,HT0362,HT0362,commune,Bas Limbé,Ba Lenbe,HTA-036,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0371,HT0371,HT0371,commune,Plaisance,Plezans,HTA-037,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0372,HT0372,HT0372,commune,Pilate,Pilat,HTA-037,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0411,HT0411,HT0411,commune,Fort-Liberté,Fòlibète,HTA-041,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0412,HT0412,HT0412,commune,Ferrier,Ferye,HTA-041,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0413,HT0413,HT0413,commune,Perches,Pèch,HTA-041,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0421,HT0421,HT0421,commune,Ouanaminthe,Wanament,HTA-042,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0422,HT0422,HT0422,commune,Capotille,Kapotiy,HTA-042,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0423,HT0423,HT0423,commune,Mont-Organisé,Montòganize,HTA-042,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0431,HT0431,HT0431,commune,Trou du Nord,Twou dinò,HTA-043,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0432,HT0432,HT0432,commune,Sainte Suzanne,Sent sizàn,HTA-043,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0433,HT0433,HT0433,commune,Terrier Rouge,Tèrye rouj,HTA-043,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0434,HT0434,HT0434,commune,Caracol,Karakòl,HTA-043,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0441,HT0441,HT0441,commune,Vallières,Valyè,HTA-044,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0442,HT0442,HT0442,commune,Carice,karis,HTA-044,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0443,HT0443,HT0443,commune,Mombin Crochu,Monben Krochi,HTA-044,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0511,HT0511,HT0511,commune,Gonaïves,Gonayiv,HTA-051,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0512,HT0512,HT0512,commune,Ennery,Ènri,HTA-051,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0513,HT0513,HT0513,commune,L'Estère,Lestè,HTA-051,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0521,HT0521,HT0521,commune,Gros Morne,Gro Mòn,HTA-052,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0522,HT0522,HT0522,commune,Terre Neuve,Tènèv,HTA-052,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0523,HT0523,HT0523,commune,Anse Rouge,Ans Rouj,HTA-052,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0531,HT0531,HT0531,commune,Saint-Marc,Sen Mak,HTA-053,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0532,HT0532,HT0532,commune,Verrettes,Vèrèt,HTA-053,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0533,HT0533,HT0533,commune,La Chapelle,Lachapèl,HTA-053,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0541,HT0541,HT0541,commune,Dessalines,Desalin,HTA-054,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0542,HT0542,HT0542,commune,Petite Rivière de l'Artibonite,Ti Rivyè Latibonit,HTA-054,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0543,HT0543,HT0543,commune,Grande Saline,Grand Salin,HTA-054,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0544,HT0544,HT0544,commune,Desdunes,Dedin,HTA-054,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0551,HT0551,HT0551,commune,Saint-Michel de l'Attalaye,Sen Michèl Latalay,HTA-055,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0552,HT0552,HT0552,commune,Marmelade,Mamelad,HTA-055,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0611,HT0611,HT0611,commune,Hinche,Ench,HTA-061,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0612,HT0612,HT0612,commune,Maïssade,Mayisad,HTA-061,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0613,HT0613,HT0613,commune,Thomonde,Tomond,HTA-061,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0614,HT0614,HT0614,commune,Cerca Carvajal,Sèka Kavajal,HTA-061,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0621,HT0621,HT0621,commune,Mirebalais,Mibalè,HTA-062,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0622,HT0622,HT0622,commune,Saut d'Eau,Sodo,HTA-062,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0623,HT0623,HT0623,commune,Boucan Carré,Boukan Kare,HTA-062,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0631,HT0631,HT0631,commune,Lascahobas,Laskawobas,HTA-063,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0632,HT0632,HT0632,commune,Belladère,Beladè,HTA-063,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0633,HT0633,HT0633,commune,Savanette,Savanèt,HTA-063,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0641,HT0641,HT0641,commune,Cerca La Source,Sèka Lasous,HTA-064,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0642,HT0642,HT0642,commune,Thomassique,Tomasik,HTA-064,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0711,HT0711,HT0711,commune,Les Cayes,Okay,HTA-071,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0712,HT0712,HT0712,commune,Torbeck,Tòbèk,HTA-071,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0713,HT0713,HT0713,commune,Chantal,Chantal,HTA-071,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0714,HT0714,HT0714,commune,Camp-Perrin,Kanperen,HTA-071,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
